brand,km_driven,fuel,owner,selling_price
Mahindra,90000,Diesel,First Owner,350000
Volkswagen,80000,Diesel,Fourth & Above Owner,250000
Mahindra,146000,Diesel,Second Owner,450000
Maruti,47200,Petrol,Third Owner,157000
Mahindra,60000,Diesel,First Owner,1500000
Mahindra,60000,Diesel,First Owner,1500000
Tata,100000,Petrol,Second Owner,75000
Chevrolet,100000,Diesel,Second Owner,280000
Hyundai,35000,Petrol,First Owner,600000
Tata,120000,Diesel,Fourth & Above Owner,250999
Toyota,80000,Petrol,Second Owner,350000
Renault,34000,Petrol,First Owner,300000
Renault,50000,Diesel,First Owner,819999
Tata,100000,Diesel,Second Owner,409999
Hyundai,52000,Petrol,Second Owner,275000
Maruti,110000,Diesel,First Owner,497000
Hyundai,70000,Petrol,First Owner,500000
Mahindra,120000,Diesel,Second Owner,170000
Ford,68609,Diesel,First Owner,515000
Ford,33360,Diesel,First Owner,925000
Mahindra,5000,Diesel,First Owner,1460000
Isuzu,10000,Diesel,First Owner,2700000
Tata,35000,Diesel,First Owner,830000
Ford,30000,Diesel,First Owner,975000
Ford,15000,Petrol,First Owner,620000
Nissan,14317,Petrol,First Owner,860000
Datsun,5000,Petrol,Second Owner,430000
Honda,5000,Petrol,First Owner,1227000
Honda,28000,Petrol,First Owner,860000
Ford,40000,Diesel,First Owner,950000
Ford,87237,Diesel,Second Owner,225000
Chevrolet,99500,Diesel,Third Owner,500000
Ford,62960,Diesel,First Owner,500000
MG,16500,Petrol,First Owner,1700000
Maruti,110000,Diesel,First Owner,545000
Maruti,72000,Diesel,First Owner,400000
Maruti,50000,Diesel,First Owner,650000
Hyundai,55000,Petrol,Second Owner,114999
Maruti,60000,Diesel,First Owner,562000
Tata,120000,Diesel,First Owner,96000
Jaguar,9000,Diesel,First Owner,2711000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Jaguar,9000,Diesel,First Owner,2711000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Mitsubishi,100000,Diesel,Third Owner,155000
Maruti,120000,Diesel,Fourth & Above Owner,210000
Jaguar,9000,Diesel,First Owner,2711000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Ford,80000,Diesel,First Owner,590000
Hyundai,120000,Diesel,Second Owner,350000
Maruti,30000,Petrol,First Owner,484999
Tata,110000,Diesel,Second Owner,240000
Toyota,219000,Diesel,Second Owner,500000
Maruti,80000,Petrol,First Owner,300000
Maruti,80000,Diesel,First Owner,750000
Maruti,35000,Petrol,Second Owner,574000
Tata,167000,Diesel,First Owner,200000
Hyundai,94000,Diesel,First Owner,1100000
Hyundai,80000,Petrol,First Owner,350000
Maruti,100000,Petrol,Second Owner,70000
Ford,90000,Petrol,Second Owner,120000
Toyota,246000,Diesel,Second Owner,700000
Maruti,10000,Petrol,First Owner,500000
Tata,90000,Diesel,First Owner,370000
Tata,5200,Petrol,First Owner,600000
Maruti,120000,Petrol,Second Owner,100000
Maruti,90000,Diesel,Second Owner,409999
Honda,50000,Petrol,First Owner,750000
Hyundai,5000,Petrol,First Owner,600000
Mahindra,10500,Petrol,First Owner,550000
Renault,26000,Diesel,First Owner,950000
Mahindra,139000,Diesel,First Owner,645000
Mahindra,60000,Diesel,Second Owner,750000
Mercedes-Benz,40000,Petrol,First Owner,650000
Ford,25000,Petrol,First Owner,800000
Toyota,60000,Petrol,Second Owner,350000
Ford,25000,Petrol,First Owner,700000
Maruti,15000,Petrol,First Owner,335000
Maruti,110000,Diesel,First Owner,270000
Hyundai,70000,Petrol,Second Owner,52000
Maruti,100000,Diesel,Second Owner,320000
Hyundai,120000,Petrol,First Owner,120000
Audi,55000,Petrol,Second Owner,730000
Maruti,120000,Petrol,Third Owner,125000
Maruti,35000,Petrol,First Owner,150000
Maruti,13000,Petrol,First Owner,310000
Maruti,50000,Diesel,First Owner,625000
Hyundai,40000,Petrol,First Owner,267000
Hyundai,25000,Petrol,First Owner,600000
Maruti,110000,Petrol,Second Owner,180000
Toyota,5000,Petrol,First Owner,700000
Maruti,50000,Petrol,Second Owner,121000
Hyundai,80000,Petrol,Third Owner,350000
Toyota,225000,Diesel,Second Owner,869999
Jaguar,9000,Diesel,First Owner,2711000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Maruti,100000,Petrol,Third Owner,80000
Hyundai,93331,Petrol,Second Owner,120000
Mahindra,120000,Diesel,Second Owner,370000
Nissan,70000,Diesel,First Owner,750000
Mahindra,100000,Diesel,First Owner,484999
Hyundai,90000,Diesel,Second Owner,120000
Honda,28000,Petrol,First Owner,860000
Maruti,50000,Diesel,First Owner,650000
Maruti,90000,Diesel,First Owner,650000
Hyundai,40000,Diesel,First Owner,710000
Ford,113000,Diesel,First Owner,430000
Maruti,188000,Diesel,Second Owner,305000
Ford,100000,Diesel,First Owner,220000
Tata,225000,Diesel,Third Owner,150000
Mahindra,67000,Diesel,Second Owner,660000
Chevrolet,70000,Diesel,Fourth & Above Owner,140000
Toyota,50000,Petrol,First Owner,1100000
Jaguar,60000,Diesel,First Owner,2450000
Volkswagen,34000,Diesel,First Owner,625000
Honda,110000,Petrol,Third Owner,198000
Hyundai,71000,Petrol,Second Owner,60000
Maruti,140000,Petrol,Second Owner,130000
Honda,100000,Petrol,Second Owner,540000
Hyundai,10000,Petrol,First Owner,550000
Maruti,30000,Petrol,First Owner,475000
Toyota,90000,Diesel,First Owner,3100000
Maruti,120000,Diesel,First Owner,217000
Hyundai,184000,Petrol,Second Owner,35000
Maruti,6500,Petrol,First Owner,750000
Maruti,80000,Petrol,First Owner,350000
Mahindra,100000,Diesel,Third Owner,400000
Toyota,120000,Diesel,Second Owner,570000
Hyundai,120000,Petrol,Second Owner,180000
Opel,110000,Petrol,Third Owner,68000
Skoda,150000,Diesel,Third Owner,280000
Tata,120000,Diesel,Fourth & Above Owner,90000
Mercedes-Benz,100000,Diesel,Second Owner,2600000
Tata,63000,Diesel,First Owner,700000
Mercedes-Benz,40000,Diesel,Second Owner,1850000
Ford,109000,Diesel,First Owner,685000
Maruti,114000,Diesel,First Owner,565000
Skoda,33000,Petrol,Second Owner,1600000
Hyundai,160000,Diesel,Third Owner,395000
Hyundai,101000,Diesel,First Owner,425000
Volkswagen,5400,Diesel,Test Drive Car,1350000
Hyundai,45000,Diesel,Second Owner,1950000
Renault,31000,Petrol,First Owner,535000
Renault,31000,Petrol,First Owner,500000
Maruti,55000,Petrol,First Owner,434999
Tata,55000,Petrol,First Owner,250000
Hyundai,117000,Diesel,First Owner,700000
BMW,102000,Diesel,First Owner,1100000
Volkswagen,108000,Diesel,First Owner,900000
Maruti,75000,Petrol,First Owner,425000
Mercedes-Benz,74000,Diesel,First Owner,1600000
Ford,158000,Diesel,First Owner,325000
Isuzu,10000,Diesel,First Owner,2700000
Ford,40000,Diesel,First Owner,950000
Tata,10000,Diesel,First Owner,1140000
Tata,53000,Diesel,First Owner,980000
Jeep,20000,Diesel,Second Owner,1920000
Volkswagen,5000,Petrol,First Owner,808000
Maruti,30000,Petrol,First Owner,550000
Maruti,64000,Petrol,First Owner,215000
Ford,10500,Petrol,First Owner,512000
Maruti,50000,Petrol,Second Owner,215000
Skoda,60000,Diesel,First Owner,500000
Skoda,35000,Diesel,First Owner,700000
Tata,135000,Diesel,First Owner,525000
Mahindra,70000,Diesel,Second Owner,550000
Maruti,80000,Diesel,First Owner,750000
Maruti,25000,Petrol,First Owner,395000
Hyundai,5000,Petrol,First Owner,675000
Hyundai,80000,Petrol,Third Owner,140000
Mahindra,120000,Diesel,Second Owner,430000
Jaguar,9000,Diesel,First Owner,2711000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Toyota,167000,Petrol,First Owner,270000
Toyota,167000,Petrol,First Owner,270000
Maruti,10000,Petrol,First Owner,300000
Chevrolet,68000,Diesel,First Owner,355000
Maruti,35000,Petrol,Second Owner,180000
Tata,70000,Diesel,First Owner,280000
Tata,70000,Diesel,First Owner,250000
Tata,50000,Petrol,First Owner,125000
Maruti,80000,Diesel,First Owner,150000
Hyundai,60898,Petrol,First Owner,95000
Maruti,29700,Diesel,First Owner,810000
Hyundai,20000,Petrol,First Owner,671000
Maruti,20000,Petrol,First Owner,295000
Maruti,40000,Diesel,First Owner,850000
Maruti,90000,Diesel,First Owner,409999
Maruti,90000,Petrol,First Owner,600000
Mahindra,80000,Diesel,First Owner,600000
Maruti,60000,Petrol,Third Owner,220000
Maruti,56000,Diesel,First Owner,550000
Mahindra,50000,Diesel,First Owner,650000
Mahindra,50000,Diesel,Second Owner,655000
Tata,74000,Diesel,First Owner,130000
Renault,123000,Diesel,First Owner,400000
Maruti,60000,Petrol,Third Owner,250000
Maruti,54000,Petrol,First Owner,155000
Tata,50000,Petrol,First Owner,250000
Hyundai,80000,Petrol,Second Owner,400000
Datsun,10000,Petrol,First Owner,500000
Hyundai,10000,Petrol,First Owner,565000
Ford,40000,Diesel,First Owner,900000
Mahindra,120000,Diesel,First Owner,650000
Mahindra,45000,Diesel,First Owner,600000
Maruti,35000,Diesel,First Owner,800000
Hyundai,60000,Diesel,First Owner,575000
Ford,40000,Petrol,First Owner,550000
Maruti,80000,Petrol,Third Owner,190000
Ford,37000,Diesel,First Owner,750000
Maruti,22000,Petrol,First Owner,625000
Hyundai,60000,Diesel,Second Owner,799000
Maruti,57000,Petrol,Second Owner,300000
Maruti,27000,Petrol,First Owner,850000
Chevrolet,70000,Petrol,First Owner,130000
Maruti,40000,Petrol,Second Owner,229999
Maruti,60000,Petrol,First Owner,400000
Mahindra,35000,Diesel,First Owner,900000
Mahindra,70000,Diesel,First Owner,800000
Hyundai,43000,Petrol,Second Owner,250999
Tata,110000,Petrol,Second Owner,250000
Fiat,100000,Petrol,Second Owner,100000
Maruti,64000,Petrol,First Owner,450000
Renault,96000,Diesel,First Owner,575000
Renault,96000,Diesel,First Owner,400000
Maruti,7600,Petrol,First Owner,480000
Maruti,7000,Petrol,First Owner,490000
Tata,120000,Diesel,Second Owner,150000
Tata,50000,Diesel,First Owner,600000
Hyundai,50000,Diesel,Second Owner,500000
Tata,80000,Diesel,First Owner,425000
Hyundai,200000,Diesel,Second Owner,108000
Toyota,190000,Diesel,First Owner,1030000
Maruti,34000,Petrol,First Owner,360000
Volkswagen,80000,Petrol,Second Owner,290000
Maruti,72000,Diesel,First Owner,400000
Maruti,20000,Diesel,First Owner,70000
Tata,70000,Diesel,Second Owner,320000
Ford,30000,Diesel,First Owner,975000
Honda,5000,Petrol,First Owner,1227000
Hyundai,29340,Diesel,First Owner,755000
Ford,120000,Diesel,First Owner,215000
Toyota,200000,Diesel,Second Owner,735000
Hyundai,70000,Petrol,Second Owner,190000
Toyota,80800,Diesel,Second Owner,1365000
Honda,24265,Petrol,First Owner,675000
Maruti,81000,Diesel,First Owner,438999
Renault,240000,Diesel,First Owner,550000
Maruti,35000,Petrol,First Owner,409999
Renault,15000,Petrol,First Owner,350000
Chevrolet,49000,Diesel,Third Owner,135000
Toyota,56900,Diesel,Second Owner,1490000
Maruti,70000,Diesel,Second Owner,520000
Maruti,180000,Diesel,First Owner,315000
Maruti,50000,Petrol,First Owner,235000
Hyundai,50000,Petrol,Third Owner,80500
Maruti,88200,Diesel,First Owner,375000
Maruti,93000,Petrol,Second Owner,189000
Honda,120000,Diesel,First Owner,550000
Ford,110000,Diesel,Second Owner,260000
Maruti,50000,Diesel,Second Owner,650000
Maruti,80000,Diesel,First Owner,480000
Hyundai,40000,Diesel,First Owner,700000
Maruti,110000,Diesel,Third Owner,650000
Hyundai,48000,Diesel,Second Owner,1300000
Volkswagen,97000,Diesel,First Owner,1350000
Volkswagen,60000,Diesel,First Owner,1000000
Mercedes-Benz,110000,Diesel,Third Owner,1700000
Toyota,12800,Petrol,First Owner,1080000
Hyundai,40000,Petrol,First Owner,170000
Maruti,49000,Diesel,First Owner,610000
Maruti,25000,Petrol,First Owner,350000
Maruti,65000,Petrol,Second Owner,260000
Fiat,20000,Diesel,First Owner,700000
Volkswagen,17000,Petrol,First Owner,678000
Maruti,15000,Diesel,First Owner,800000
Toyota,120000,Diesel,Second Owner,400000
Hyundai,49000,Petrol,First Owner,300000
Hyundai,29000,Petrol,First Owner,520000
Nissan,55000,Diesel,First Owner,850000
Maruti,40000,Petrol,First Owner,300000
Honda,120000,Petrol,Second Owner,350000
Maruti,100000,LPG,Fourth & Above Owner,70000
Maruti,10000,Diesel,First Owner,892000
Fiat,70000,Diesel,Second Owner,285000
Hyundai,60000,LPG,First Owner,300000
Maruti,90000,Diesel,First Owner,620000
Maruti,90000,Diesel,First Owner,750000
Maruti,35000,Petrol,First Owner,270000
Maruti,90000,Diesel,First Owner,560000
Hyundai,40000,Petrol,Second Owner,300000
Hyundai,40000,Petrol,Second Owner,300000
Hyundai,20000,Petrol,First Owner,570000
Tata,80000,Diesel,First Owner,220000
Maruti,99000,Petrol,Second Owner,260000
Maruti,7500,Petrol,First Owner,600000
Tata,60000,Petrol,First Owner,80000
Hyundai,40800,Petrol,First Owner,300000
Tata,70000,Petrol,First Owner,300000
Mahindra,100000,Petrol,First Owner,400000
Maruti,8588,Petrol,First Owner,550000
Honda,40000,Diesel,First Owner,1200000
Ford,60000,Diesel,First Owner,500000
Maruti,80000,Petrol,Third Owner,93000
Honda,110000,Diesel,First Owner,500000
Toyota,150000,Diesel,First Owner,670000
Toyota,120000,Diesel,Second Owner,750000
Maruti,30000,Petrol,First Owner,370000
Maruti,70000,Petrol,Second Owner,100000
Hyundai,50000,Petrol,First Owner,425000
Toyota,305000,Diesel,Fourth & Above Owner,370000
Toyota,158500,Diesel,Third Owner,400000
Tata,212000,Diesel,Third Owner,229999
Maruti,35000,Diesel,First Owner,850000
Mahindra,22000,Diesel,First Owner,750000
Tata,50000,Diesel,First Owner,235000
Honda,70000,Diesel,First Owner,700000
Hyundai,56000,Diesel,First Owner,480000
Tata,50000,Diesel,First Owner,475000
Skoda,120000,Diesel,First Owner,610000
Toyota,120000,Diesel,Second Owner,650000
Honda,70000,Diesel,First Owner,800000
Tata,120000,Diesel,First Owner,520000
Tata,90000,Diesel,First Owner,160000
Maruti,70000,Diesel,First Owner,1000000
Maruti,120000,Diesel,Second Owner,700000
Honda,70000,Diesel,Second Owner,590000
Maruti,80000,Petrol,Second Owner,140000
Mahindra,100000,Diesel,Second Owner,725000
Toyota,157000,Diesel,First Owner,1680000
Maruti,50000,Diesel,First Owner,550000
Maruti,90000,Diesel,Second Owner,240000
Chevrolet,65000,Diesel,First Owner,667000
Honda,50000,Diesel,First Owner,670000
Maruti,110000,Diesel,First Owner,550000
Maruti,30000,Petrol,First Owner,400000
Hyundai,80000,Diesel,Second Owner,545000
Maruti,70000,Petrol,First Owner,599000
Hyundai,100000,Diesel,First Owner,725000
Honda,120000,Petrol,Second Owner,525000
Maruti,85000,Diesel,Second Owner,204999
Skoda,110000,Diesel,First Owner,190000
Hyundai,60000,Diesel,Fourth & Above Owner,310000
Hyundai,90000,Diesel,Second Owner,380000
Maruti,110000,Petrol,Third Owner,204000
Hyundai,25000,Petrol,First Owner,350000
Volkswagen,100000,Diesel,First Owner,350000
Ford,120000,Diesel,Second Owner,175000
Volkswagen,90000,Diesel,First Owner,340000
Honda,35000,Petrol,First Owner,950000
Honda,35000,Petrol,First Owner,894999
Tata,101200,Diesel,Second Owner,350000
Tata,90000,Petrol,Second Owner,100000
Maruti,76000,Diesel,First Owner,550000
Tata,60000,Diesel,Third Owner,100000
Mahindra,90000,Diesel,First Owner,800000
Mahindra,80000,Diesel,Second Owner,525000
Tata,179150,Diesel,Second Owner,500000
Maruti,62000,Petrol,First Owner,42000
Maruti,160000,Petrol,Third Owner,190000
Maruti,35000,Diesel,First Owner,694000
Mahindra,120000,Diesel,First Owner,861999
Honda,50000,Diesel,First Owner,650000
Maruti,70000,Diesel,Second Owner,310000
Maruti,97000,Diesel,First Owner,360000
Maruti,90000,Diesel,Second Owner,240000
Mahindra,84487,Diesel,Fourth & Above Owner,500000
Toyota,100000,Diesel,Second Owner,475000
Maruti,60000,Petrol,Third Owner,100000
Maruti,110000,Petrol,Third Owner,200000
Toyota,264000,Diesel,First Owner,430000
Mahindra,146000,Diesel,Fourth & Above Owner,245000
Maruti,70000,Diesel,First Owner,450000
Maruti,51146,Diesel,First Owner,800000
Maruti,40000,Petrol,First Owner,215000
Maruti,50000,Diesel,First Owner,760000
Volkswagen,80000,Diesel,First Owner,416000
Maruti,120000,Petrol,First Owner,195000
Maruti,23000,Petrol,First Owner,325000
Maruti,70000,Petrol,Second Owner,145000
Maruti,23000,Diesel,First Owner,675000
Maruti,30000,Petrol,Second Owner,340000
Tata,50000,Diesel,First Owner,340000
Maruti,40000,Petrol,First Owner,260000
Maruti,50000,Petrol,First Owner,300000
Maruti,60000,Petrol,Second Owner,75000
Tata,80000,Diesel,First Owner,350000
Maruti,15000,Petrol,First Owner,1000000
Tata,150000,Diesel,Third Owner,170000
Maruti,40000,Petrol,First Owner,600000
Honda,25000,Petrol,First Owner,800000
Force,120000,Diesel,Second Owner,850000
Mahindra,120000,Diesel,Second Owner,980000
Ford,298000,Diesel,Second Owner,850000
Tata,270000,Diesel,Third Owner,340000
Maruti,50000,Diesel,Second Owner,900000
Maruti,120000,Diesel,Second Owner,310000
Maruti,60000,Diesel,Third Owner,600000
Maruti,149000,Diesel,Second Owner,270000
Hyundai,5000,Petrol,First Owner,509999
Tata,70000,Diesel,Second Owner,225000
Hyundai,55000,Petrol,First Owner,280000
Tata,100000,Diesel,First Owner,490000
Mahindra,120000,Diesel,First Owner,440000
Tata,291977,Diesel,First Owner,500000
Honda,85000,Petrol,Third Owner,476999
Hyundai,70000,Petrol,Third Owner,590000
Ford,120000,Diesel,First Owner,500000
Ford,40000,Diesel,First Owner,600000
Mahindra,70000,Diesel,First Owner,750000
BMW,39000,Diesel,First Owner,2950000
BMW,10000,Diesel,First Owner,5200000
Volkswagen,36800,Diesel,First Owner,695000
Maruti,52200,Diesel,First Owner,690000
Hyundai,78000,Diesel,First Owner,409999
Tata,16000,Diesel,First Owner,1650000
Audi,30000,Diesel,First Owner,2375000
Hyundai,29000,Diesel,Second Owner,525000
Jeep,25000,Diesel,First Owner,2150000
Mahindra,60000,Diesel,Second Owner,540000
Toyota,60000,Diesel,Second Owner,2750000
Mahindra,112000,Diesel,Second Owner,1000000
Audi,15000,Diesel,First Owner,2900000
Mahindra,40000,Diesel,First Owner,725000
Maruti,36000,Diesel,First Owner,975000
Maruti,60000,Petrol,First Owner,355000
Honda,120000,Petrol,First Owner,400000
Maruti,48000,Petrol,First Owner,265000
Volkswagen,40000,Diesel,First Owner,650000
Maruti,60000,Diesel,First Owner,720000
Hyundai,25000,Petrol,First Owner,850000
Maruti,42000,Petrol,First Owner,290000
Mercedes-Benz,35000,Petrol,Second Owner,1200000
Mahindra,90000,Diesel,Second Owner,600000
Maruti,90000,Diesel,Second Owner,300000
Renault,110000,Diesel,Second Owner,225000
Maruti,70000,Diesel,Second Owner,240000
Hyundai,80000,Diesel,First Owner,700000
Maruti,70000,Diesel,Second Owner,470000
Hyundai,80000,Diesel,First Owner,800000
Renault,90000,Diesel,First Owner,450000
Tata,90000,Diesel,Third Owner,90000
Toyota,120000,Diesel,Second Owner,450000
Toyota,107500,Diesel,Second Owner,400000
Toyota,62000,Diesel,First Owner,1465000
Hyundai,79000,Diesel,First Owner,925000
Toyota,60000,Diesel,Second Owner,1385000
Toyota,20000,Diesel,First Owner,2000000
Tata,248200,Diesel,Second Owner,80000
Mahindra,110000,Diesel,Second Owner,300000
Maruti,100000,Diesel,First Owner,360000
Hyundai,70000,Diesel,Second Owner,320000
Ambassador,100000,Diesel,Second Owner,99000
Maruti,50000,Diesel,Second Owner,780000
Maruti,139000,Diesel,First Owner,620000
Skoda,120000,Petrol,Third Owner,100000
Tata,35000,Petrol,Second Owner,210000
Mahindra,80000,Diesel,First Owner,375000
Renault,7720,Petrol,First Owner,786000
Mahindra,50000,Diesel,First Owner,1000000
Maruti,60000,Diesel,Second Owner,120000
Mahindra,100000,Diesel,First Owner,750000
Hyundai,57882,Petrol,First Owner,550000
Tata,142000,Diesel,First Owner,875000
Tata,140000,Diesel,Third Owner,890000
Maruti,35000,Petrol,First Owner,700000
Mahindra,30000,Diesel,First Owner,550000
Datsun,10000,Petrol,First Owner,400000
Maruti,30000,Petrol,Second Owner,290000
Tata,90000,Diesel,First Owner,150000
Maruti,35000,Petrol,Second Owner,300000
Maruti,25000,Petrol,First Owner,220000
Maruti,35008,Petrol,First Owner,221000
Datsun,31100,Petrol,First Owner,270000
Hyundai,42312,Diesel,First Owner,455000
Toyota,72000,Petrol,First Owner,300000
Toyota,54891,Diesel,First Owner,480000
Hyundai,30000,Diesel,First Owner,1000000
BMW,44000,Diesel,First Owner,2600000
Toyota,18890,Diesel,First Owner,1850000
Hyundai,5000,Petrol,First Owner,500000
Mahindra,117000,Diesel,First Owner,800000
Renault,75010,Diesel,First Owner,1000000
Tata,50000,Diesel,First Owner,250000
Renault,100000,Diesel,First Owner,245000
Hyundai,4337,Petrol,First Owner,625000
Volkswagen,14495,Petrol,First Owner,560000
Honda,8576,Petrol,First Owner,680000
Maruti,30000,Diesel,First Owner,700000
Tata,80000,Diesel,First Owner,220000
Tata,70000,Diesel,First Owner,450000
Tata,19723,Petrol,First Owner,525000
Toyota,242000,Diesel,Fourth & Above Owner,650000
BMW,22000,Diesel,First Owner,5500000
Maruti,30000,Diesel,First Owner,875000
Hyundai,9000,Petrol,First Owner,785000
Honda,30000,Petrol,First Owner,819999
BMW,60000,Diesel,First Owner,2950000
Toyota,27000,Diesel,First Owner,1925000
Honda,39000,Diesel,First Owner,885000
Ford,64000,Petrol,First Owner,680000
Ford,42000,Diesel,First Owner,960000
Honda,45000,Petrol,First Owner,385000
Tata,15000,Diesel,First Owner,1650000
Mahindra,55000,Diesel,First Owner,890000
Ford,64000,Diesel,First Owner,1275000
BMW,27000,Diesel,First Owner,6000000
Maruti,15000,Petrol,First Owner,1025000
Volkswagen,69000,Petrol,First Owner,675000
Maruti,80000,Petrol,First Owner,700000
Ford,60000,Diesel,First Owner,780000
Hyundai,70000,Diesel,First Owner,1050000
Audi,105000,Diesel,Second Owner,2700000
Tata,100000,Diesel,First Owner,400000
Mahindra,100000,Diesel,First Owner,400000
Maruti,90000,Petrol,Second Owner,85000
Tata,35000,Diesel,First Owner,1300000
Mahindra,11500,Diesel,First Owner,819999
Mahindra,40000,Diesel,First Owner,620000
Renault,50000,Petrol,First Owner,260000
Hyundai,49900,Petrol,First Owner,805000
Hyundai,55380,Petrol,First Owner,484999
Jaguar,9000,Diesel,First Owner,2711000
Tata,11000,Petrol,First Owner,811000
Honda,50000,Petrol,First Owner,575000
Jeep,80000,Diesel,First Owner,1675000
Skoda,11000,Petrol,First Owner,645000
Jaguar,13500,Diesel,First Owner,2500000
Mercedes-Benz,18000,Petrol,First Owner,2550000
Mercedes-Benz,16000,Petrol,First Owner,2700000
Volkswagen,18816,Petrol,First Owner,650000
Toyota,33019,Diesel,First Owner,1748999
Honda,18000,Petrol,First Owner,925000
Toyota,9654,Petrol,First Owner,894999
Maruti,11000,Petrol,First Owner,175000
Maruti,24300,Petrol,First Owner,340000
Toyota,42163,Diesel,Second Owner,1525000
Maruti,47747,Diesel,First Owner,810000
Tata,8000,Diesel,First Owner,1025000
BMW,30000,Diesel,First Owner,2150000
Toyota,70000,Diesel,Second Owner,910000
Tata,60000,Diesel,Second Owner,300000
Maruti,80000,Petrol,Second Owner,120000
Hyundai,45900,Petrol,Second Owner,490000
Honda,70000,Diesel,First Owner,425000
Maruti,40000,Petrol,First Owner,155000
Mahindra,90000,Diesel,Second Owner,490000
Maruti,105000,Petrol,First Owner,132000
Hyundai,30000,Diesel,First Owner,750000
Maruti,20000,Petrol,First Owner,225000
Hyundai,80000,Petrol,First Owner,240000
Maruti,90000,Petrol,Third Owner,33351
Chevrolet,80000,Petrol,Second Owner,80000
Maruti,120000,Petrol,First Owner,40000
Honda,50000,Diesel,Second Owner,1100000
Jaguar,9000,Diesel,First Owner,2711000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
